16.1	1.2
14.6	1
15.6	3
14.5	2
13.5	3
13.5	4
12	1.2
10.5	1
10.8	3
10.4	2
9.5	3
8.4	3
11.7	6.2
12	5.1
12	7.3
9.9	7
9.9	5.1
9.9	4
8.4	4
6.2	7.3
7.4	7.3
8.2	6
6.1	5.8
7.1	5.5
7.1	4
4.9	4
3.2	3.5
2	3.5
2	1.7
2	0.8
4.9	6.1
4.9	7.9
5.6	0.7
3.2	1.8
5.1	2.8
7.5	1.3
7.5	2.4
6.5	2.8
0.5	4
1.4	4.3
2.2	4.2
3.4	4.2
1.3	2.8
1.3	1.7
0.5	2.8
3.6	0.7
3.6	2.8
3.6	6.1
14	6.8
16.2	6.8
14	5.4
15.4	7
15.9	5.1
15.9	4
0.5	1.7
7.2	0.7
15.4	6
