39166	48	0	0	22
39913	48	0	0	22
39917	48	0	0	24
40075	48	0	0	24
40095	48	0	0	40
40292	48	0	0	40
40302	48	32	0	40
40312	48	32	0	40
40334	48	8	0	40
40787	48	8	0	40
40810	48	21	0	40
40927	48	21	0	40
40949	48	7	0	40
40990	48	7	0	40
41009	48	7	0	31
41029	48	7	0	31
41032	48	7	0	32
41042	48	7	0	32
41052	48	7	0	0
43184	48	7	0	0
43194	48	7	0	32
43204	48	7	0	32
43207	48	7	0	31
43639	48	7	0	31
43659	48	7	0	30
43752	48	7	0	30
43770	48	7	0	39
43873	48	7	0	39
43878	32	7	0	39
43888	32	7	0	39
43898	0	7	0	39
46120	0	7	0	39
46133	0	7	0	55
46220	0	7	0	55
46242	0	21	0	55
46434	0	21	0	55
46452	0	39	0	55
46844	0	39	0	55
46852	0	44	0	55
46970	0	44	0	55
46994	0	44	0	56
47099	0	44	0	56
47109	32	44	0	56
47119	32	44	0	56
47123	31	44	0	56
47258	31	44	0	56
47278	21	44	0	56
47467	21	44	0	56
47487	2	44	0	56
47733	2	44	0	56
47758	35	44	0	56
48238	35	44	0	56
48246	35	40	0	56
48453	35	40	0	56
48463	35	40	32	56
48473	35	40	32	56
48493	35	40	6	56
48653	35	40	6	56
48673	35	37	6	56
49500	35	37	6	56
49517	35	37	21	56
49667	35	37	21	56
49689	35	37	15	56
49816	35	37	15	56
49840	35	37	32	56
49850	35	37	32	56
49860	35	37	0	56
52709	35	37	0	56
52731	35	37	0	21
52818	35	37	0	21
52840	35	37	0	51
53176	35	37	0	51
53183	35	37	0	52
53795	35	37	0	52
53816	2	37	0	52
54409	2	37	0	52
54439	2	37	0	42
54520	2	37	0	42
54555	2	37	0	51
54739	2	37	0	51
54745	2	37	0	52
55275	2	37	0	52
55299	2	21	0	52
55424	2	21	0	52
55445	2	32	0	52
55455	2	32	0	52
55465	2	0	0	52
55683	2	0	0	52
55713	2	0	0	48
55796	2	0	0	48
55804	2	0	0	32
55834	30	0	0	32
55844	30	0	0	0
56135	30	0	0	0
56161	34	0	0	0
56362	34	0	0	0
56372	34	0	0	32
56382	34	0	0	32
56415	34	0	0	52
57018	34	0	0	52
57028	34	0	32	52
57038	34	0	32	52
57052	36	0	33	52
57420	36	0	33	52
57458	36	0	33	56
58072	36	0	33	56
58099	21	0	33	56
58217	21	0	33	56
58243	36	0	16	56
59119	36	0	16	56
59139	36	0	16	41
59170	36	0	16	41
59200	36	0	16	51
60898	36	0	16	51
60908	36	32	16	51
60918	36	32	16	51
60938	36	20	16	51
61300	36	20	16	51
61320	36	20	46	51
61700	36	20	46	51
61719	36	34	46	51
61799	36	34	46	51
61813	36	37	46	51
62918	36	37	46	51
62938	36	37	30	51
63120	36	37	30	51
63140	30	37	30	51
63200	30	37	30	51
63220	30	37	13	51
63300	30	37	13	51
63315	32	37	13	51
63325	32	37	13	51
63335	0	37	13	51
63564	0	37	13	51
63584	0	37	21	51
64055	0	37	21	51
64079	0	37	41	51
64884	0	37	41	51
64908	0	9	41	51
65100	0	9	41	51
65104	0	9	39	51
65158	0	9	39	51
65173	0	21	45	51
65305	0	21	45	51
65331	0	21	45	21
65399	0	21	45	21
65426	0	21	45	39
65533	0	21	45	39
65539	0	23	38	39
65838	0	23	38	39
65842	0	20	38	39
66173	0	20	38	39
66198	0	20	38	56
66217	0	20	38	56
66220	0	21	38	56
66251	0	21	38	56
66271	0	8	38	56
66675	0	8	38	56
66693	0	8	38	41
66696	0	8	38	41
66700	0	8	38	39
66722	0	8	38	39
66728	0	8	38	28
66731	0	8	38	28
66734	0	8	38	41
66736	0	8	38	41
66762	0	32	38	41
66772	0	32	38	41
66782	0	0	38	41
66800	0	0	38	41
66805	0	0	38	39
66998	0	0	38	39
67004	0	0	38	41
67007	0	0	38	41
67011	0	0	38	39
67832	0	0	38	39
67838	0	0	38	41
67930	0	0	38	41
67962	0	0	38	55
68264	0	0	38	55
68274	0	0	38	40
68370	0	0	38	40
68401	0	0	38	52
68825	0	0	38	52
68850	0	0	38	21
68891	0	0	38	21
68907	0	0	38	31
68920	0	0	38	31
68923	0	0	38	32
68933	0	0	38	32
68943	0	0	38	0
71709	0	0	38	0
71720	0	0	40	0
72125	0	0	40	0
72135	0	0	40	32
72145	0	0	40	32
72150	0	0	40	31
72200	0	0	40	31
72210	0	0	40	34
72230	0	0	40	34
72238	0	0	40	56
72285	0	0	40	56
72295	32	0	40	56
72305	32	0	40	56
72332	2	0	40	56
73242	2	0	40	56
73266	2	0	20	56
73490	2	0	20	56
73513	2	0	30	56
73575	2	0	30	56
73595	2	0	38	56
75050	2	0	38	56
75077	30	0	22	56
75133	30	0	22	56
75157	20	0	22	56
75232	20	0	22	56
75236	20	0	23	56
75400	20	0	23	56
75423	3	0	23	56
75677	3	0	23	56
75680	3	0	23	56
75695	1	0	13	56
76653	1	0	13	56
76663	1	32	13	56
76673	1	32	13	56
76693	1	8	13	56
76953	1	8	13	56
76960	1	9	13	56
77077	1	9	13	56
77097	1	20	13	56
77390	1	20	13	56
77397	1	20	13	34
77400	1	20	13	34
77435	1	30	13	50
77460	1	30	13	50
77546	1	30	13	50
77566	1	37	13	50
77650	1	37	13	50
77656	1	37	13	49
81777	1	37	13	49
81797	1	21	13	49
81979	1	21	13	49
81999	1	7	13	49
86399	1	7	13	49
