43204	48	7	32	32
43207	48	7	32	31
43639	48	7	32	31
43659	48	7	32	30
43752	48	7	32	30
43770	48	7	32	39
43873	48	7	32	39
43878	32	7	32	39
46120	32	7	32	39
46133	32	7	32	55
46220	32	7	32	55
46242	32	21	32	55
46434	32	21	32	55
46452	32	39	32	55
46844	32	39	32	55
46852	32	44	32	55
46970	32	44	32	55
46994	32	44	32	56
47119	32	44	32	56
47123	31	44	32	56
47258	31	44	32	56
47278	21	44	32	56
47467	21	44	32	56
47487	2	44	32	56
47733	2	44	32	56
47758	35	44	32	56
48238	35	44	32	56
48246	35	40	32	56
48473	35	40	32	56
48493	35	40	6	56
48653	35	40	6	56
48673	35	37	6	56
49500	35	37	6	56
49517	35	37	21	56
49667	35	37	21	56
49689	35	37	15	56
49816	35	37	15	56
49840	35	37	32	56
52709	35	37	32	56
52731	35	37	32	21
52818	35	37	32	21
52840	35	37	32	51
53176	35	37	32	51
53183	35	37	32	52
53795	35	37	32	52
53816	2	37	32	52
54409	2	37	32	52
54439	2	37	32	42
54520	2	37	32	42
54555	2	37	32	51
54739	2	37	32	51
54745	2	37	32	52
55275	2	37	32	52
55299	2	21	32	52
55424	2	21	32	52
55445	2	32	32	52
55683	2	32	32	52
55713	2	32	32	48
55796	2	32	32	48
55804	2	32	32	32
55834	30	32	32	32
56135	30	32	32	32
56161	34	32	32	32
56382	34	32	32	32
56415	34	32	32	52
57038	34	32	32	52
57052	36	32	33	52
57420	36	32	33	52
57458	36	32	33	56
58072	36	32	33	56
58099	21	32	33	56
58217	21	32	33	56
58243	36	32	16	56
59119	36	32	16	56
59139	36	32	16	41
59170	36	32	16	41
59200	36	32	16	51
60918	36	32	16	51
60938	36	20	16	51
61300	36	20	16	51
61320	36	20	46	51
61700	36	20	46	51
61719	36	34	46	51
61799	36	34	46	51
61813	36	37	46	51
62918	36	37	46	51
62938	36	37	30	51
63120	36	37	30	51
63140	30	37	30	51
63200	30	37	30	51
63220	30	37	13	51
63300	30	37	13	51
63315	32	37	13	51
63564	32	37	13	51
63584	32	37	21	51
64055	32	37	21	51
64079	32	37	41	51
64884	32	37	41	51
64908	32	9	41	51
65100	32	9	41	51
65104	32	9	39	51
65158	32	9	39	51
65173	32	21	45	51
65305	32	21	45	51
65331	32	21	45	21
65399	32	21	45	21
65426	32	21	45	39
65533	32	21	45	39
65539	32	23	38	39
65838	32	23	38	39
65842	32	20	38	39
66173	32	20	38	39
66198	32	20	38	56
66217	32	20	38	56
66220	32	21	38	56
66251	32	21	38	56
66271	32	8	38	56
66675	32	8	38	56
66693	32	8	38	41
66696	32	8	38	41
66700	32	8	38	39
66722	32	8	38	39
66728	32	8	38	28
66731	32	8	38	28
66734	32	8	38	41
66736	32	8	38	41
66762	32	32	38	41
66800	32	32	38	41
66805	32	32	38	39
66998	32	32	38	39
67004	32	32	38	41
67007	32	32	38	41
67011	32	32	38	39
67832	32	32	38	39
67838	32	32	38	41
67930	32	32	38	41
67962	32	32	38	55
68264	32	32	38	55
68274	32	32	38	40
68370	32	32	38	40
68401	32	32	38	52
68825	32	32	38	52
68850	32	32	38	21
68891	32	32	38	21
68907	32	32	38	31
68920	32	32	38	31
68923	32	32	38	32
71709	32	32	38	32
71720	32	32	40	32
72145	32	32	40	32
72150	32	32	40	31
72200	32	32	40	31
72210	32	32	40	34
72230	32	32	40	34
72238	32	32	40	56
72305	32	32	40	56
72332	2	32	40	56
73242	2	32	40	56
73266	2	32	20	56
73490	2	32	20	56
73513	2	32	30	56
73575	2	32	30	56
73595	2	32	38	56
75050	2	32	38	56
75077	30	32	22	56
75133	30	32	22	56
75157	20	32	22	56
75232	20	32	22	56
75236	20	32	23	56
75400	20	32	23	56
75423	3	32	23	56
75677	3	32	23	56
75680	3	32	23	56
75695	1	32	13	56
76673	1	32	13	56
76693	1	8	13	56
76953	1	8	13	56
76960	1	9	13	56
77077	1	9	13	56
77097	1	20	13	56
77390	1	20	13	56
77397	1	20	13	34
77400	1	20	13	34
77435	1	30	13	50
77460	1	30	13	50
77546	1	30	13	50
77566	1	37	13	50
77650	1	37	13	50
77656	1	37	13	49
81777	1	37	13	49
81797	1	21	13	49
81979	1	21	13	49
81999	1	7	13	49
86399	1	7	13	49
